,Positive,Negative,Neutral,Compound
tyrion lannister,4.451,3.154,8.394,-0.41949999999999965
varys,1.135,0.78,3.084,0.6920999999999999
jon snow,6.771999999999999,7.648999999999999,24.58,-0.6833
bran stark,1.255,0.694,2.051,0.3689
sansa stark,5.257,2.0860000000000003,11.657000000000002,2.855600000000001
daenerys targaryen,3.8600000000000003,1.268,11.872,2.5488000000000004
umber,0.0,0.0,3.0,0.0
maester wolkan,1.0,0.0,0.0,0.4215
lyanna mormont,1.0,0.0,0.0,0.4215
lyanna,0.0,0.0,3.0,0.0
man,0.0,0.0,4.0,0.0
gendry baratheon,2.485,1.251,7.264,0.7515
royce,0.0,0.0,1.0,0.0
arya stark,2.187,2.0,9.813,1.3134000000000001
qyburn,1.77,2.5370000000000004,5.694,-1.4228999999999998
cersei lannister,1.774,4.925000000000001,7.301,-2.1798
yara greyjoy,0.198,4.039,2.7640000000000002,-3.3764000000000003
euron greyjoy,1.946,5.614,9.44,-1.7355
harry,2.024,0.883,1.092,1.0543
dirah,1.07,0.0,4.93,0.8551
crayah,1.33,0.556,4.114,0.7573000000000001
bronn,2.0,1.54,6.46,-0.6216999999999999
marei,1.0,0.0,0.0,0.5267
theon greyjoy,0.0,1.0,2.0,-0.8481
wolkan,0.0,0.0,1.0,0.0
davos,1.156,1.512,1.33,1.0127
dothraki man,0.0,0.0,1.0,0.0
sandor,0.31,1.8780000000000001,0.812,-1.6533
sam tarly,4.288,2.064,12.647999999999998,1.0655
jorah mormont,0.0,0.0,0.0,0.0
edd,0.0,0.0,3.0,0.0
tormund,0.592,0.811,2.597,-0.20819999999999994
beric,0.0,0.0,1.0,0.0
