,Positive,Negative,Neutral,Compound
septon,1.081,0.073,0.846,1.2798
all,0.0,0.0,1.0,0.0
pycelle,1.0,0.0,0.0,0.4215
varys,1.0,0.0,0.0,0.4215
man,1.0,1.583,3.417,-0.08310000000000001
margaery tyrell,2.093,1.4160000000000001,5.491,0.4831
cersei lannister,7.189000000000001,4.471,26.34,2.7003999999999997
jorah mormont,0.797,1.7879999999999998,4.415,-1.7193
barristan,1.583,0.611,2.806,-0.09730000000000005
daario,0.0,0.0,2.0,0.0
daenerys targaryen,0.758,0.545,8.697,0.8609
petyr baelish,1.852,0.437,12.712,1.5220999999999998
sansa stark,5.873,1.564,11.563,3.0854
knight,0.0,0.592,3.408,-0.4404
robin,0.0,1.089,3.9109999999999996,-1.5107
lysa,6.222000000000001,3.1660000000000004,22.612000000000005,2.1282000000000005
tywin lannister,2.441,0.519,15.039999999999997,1.3445
arya stark,0.0,3.556,9.443999999999999,-2.4133
sandor clegane,0.358,6.311999999999999,7.33,-5.7827
brienne,0.355,2.964,11.681000000000001,-1.2831
podrick,0.943,1.54,10.517,-0.5886
oberyn martell,2.883,3.103,7.014,-1.1730999999999998
rast,0.0,0.0,2.0,0.0
meera,1.0,0.0,1.0,0.0258
jojen,1.565,0.358,9.077,-0.19180000000000003
bran stark,0.0,4.119,7.881,-1.3828999999999998
locke,1.282,0.626,8.091999999999999,0.6025
dolorous edd,0.0,0.0,2.0,0.0
jon snow,0.365,2.2629999999999995,4.372,-0.8609
grenn,0.0,0.0,5.0,0.0
karl tanner,3.363,1.633,8.004,1.1723000000000001
hodor,0.0,0.0,5.0,0.0
karl,0.0,0.0,1.0,0.0
bronn,0.0,0.0,1.0,0.0
doloroud edd,0.0,0.0,0.0,0.0
dolrous edd,0.0,0.0,1.0,0.0
morag,0.179,1.041,0.779,-1.1253
