,Positive,Negative,Neutral,Compound
lady crane,0.885,2.452,7.662999999999999,-2.7884999999999995
arya stark,1.0,1.508,8.492,-0.8989999999999999
man,1.762,0.583,2.6550000000000002,0.7524
gatins,2.7410000000000005,2.1630000000000003,3.096,1.5103
young man,1.0,1.873,0.127,-0.9656
sandor,1.737,7.227,12.036000000000001,-5.2440999999999995
red priestess,0.545,0.0,0.455,0.9001
tyrion lannister,7.8519999999999985,3.064,19.083999999999996,1.9042999999999997
varys,0.819,1.597,3.584,-0.5283
qyburn,2.229,0.349,1.422,1.8419999999999999
cersei lannister,0.455,1.921,9.623999999999999,-1.223
lancel,1.747,1.786,2.467,0.1299999999999999
podrick,0.0,1.436,6.564,-0.743
brienne,3.8720000000000003,4.5840000000000005,17.544,-0.6065000000000002
bronn,0.338,3.5189999999999997,7.143000000000001,-3.2478
jaime lannister,5.987000000000001,8.766,20.249,-3.6483999999999988
brynden,0.82,2.377,14.802000000000001,-2.3225000000000002
bryndel,0.0,0.0,1.0,0.0
kevan,0.0,0.0,2.0,0.0
tommen lannister,0.46099999999999997,0.32899999999999996,1.2109999999999999,0.8957999999999999
crowd,1.0,0.0,0.0,0.5423
missandei,5.797000000000001,0.0,4.202999999999999,2.9926
grey worm,1.724,1.899,8.377,-0.7241000000000001
edmure,2.737,2.324,12.939,-0.09920000000000007
guard captain,0.0,0.0,8.0,0.0
guard,0.0,0.859,2.141,-0.7269
black walder,0.29,0.617,0.093,-0.5423
beric,1.1800000000000002,2.698,3.122,-1.5396999999999998
thoros,2.128,2.281,3.591,-0.6150000000000001
lem,0.0,0.0,0.0,0.0
waif,0.9530000000000001,0.537,1.509,0.36569999999999997
jaqen hghar,0.0,0.0,1.0,0.0
