,Positive,Negative,Neutral,Compound
jaime lannister,4.247,4.563,14.189,-1.3452000000000002
captain,0.0,0.0,1.0,0.0
bronn,3.029,5.0249999999999995,26.945999999999998,-2.7710000000000004
mace,1.0,0.189,5.811,0.6623
cersei lannister,2.5220000000000002,3.1310000000000002,13.345999999999998,0.18469999999999986
pycelle,0.0,0.0,1.0,0.0
sparrow,1.463,0.419,6.118,0.6761999999999999
merchant,0.0,0.0,0.0,0.0
olyvar,0.0,0.0,1.0,0.0
militant,0.589,0.982,2.4290000000000003,-0.7975000000000001
client,0.0,1.0,0.0,-0.2023
loras,0.0,0.0,1.0,0.0
lancel,1.0,0.341,0.659,0.04999999999999993
margaery tyrell,2.641,1.174,5.1850000000000005,0.4231
tommen lannister,1.847,1.7389999999999999,8.414000000000001,-0.23699999999999993
kingsguard,0.583,0.615,1.802,0.4838
man,0.0,1.783,2.217,-1.0997
woman,0.0,0.778,1.222,-0.5423
selyse,0.0,1.617,3.383,-1.2288999999999999
jon snow,2.484,1.19,4.3260000000000005,0.8266000000000002
stannis baratheon,0.114,2.911,5.975,-2.1111
melisandre,2.326,2.301,9.374,-0.7891999999999999
sam,0.0,0.0,6.0,0.0
shireen,0.0,2.433,2.567,-1.0231
petyr baelish,1.656,3.7629999999999995,8.581,-0.9331
sansa stark,0.494,3.927,5.579000000000001,-1.8338999999999999
rider,0.0,0.0,5.0,0.0
tyene,0.0,0.0,1.0,0.0
elaria,0.591,1.276,3.134,-1.294
obara,0.0,1.5,3.5,-1.4194
nymeria,0.0,0.0,0.0,0.0
tyrion lannister,0.291,1.1239999999999999,4.585999999999999,-0.13319999999999999
jorah mormont,0.0,0.0,5.0,0.0
daenerys targaryen,1.271,0.595,6.134,0.294
barristan,1.379,1.572,5.0489999999999995,-1.0773000000000001
daario,0.876,0.0,1.124,0.8032999999999999
hizdahr,0.8890000000000001,1.424,1.687,-1.2012
missandei,1.0,0.0,0.0,0.5423
end,0.0,0.0,1.0,0.0
