,Positive,Negative,Neutral,Compound
gilly,1.459,0.0,6.541,0.3802
sam,2.474,0.197,6.329,2.0658
osha,0.0,0.771,9.229,-0.9441999999999999
meera,0.655,1.565,7.78,-0.47580000000000006
bran stark,0.315,1.826,3.8579999999999997,-0.9369000000000001
hodor,0.0,0.0,1.0,0.0
rickon,0.0,1.0,1.0,-0.4767
jojen,0.0,0.759,1.241,-0.743
tormund,0.0,0.278,2.722,-0.4019
orell,0.0,0.815,1.185,-0.5267
jon snow,1.0,1.744,3.2560000000000002,-0.6373
ygritte,1.7650000000000001,4.379,6.856999999999998,-1.6776999999999997
arya stark,0.677,1.388,6.9350000000000005,-0.6627000000000001
anguy,1.244,0.728,7.0280000000000005,0.5141
melisandre,1.0,1.029,6.971,-0.9215
thoros,3.28,1.7049999999999998,4.015000000000001,0.30269999999999964
beric,1.089,0.5,2.411,0.2964
gendry baratheon,0.379,0.276,1.345,0.1531
man,0.0,0.0,0.0,0.0
ramsay bolton,4.192,3.6790000000000003,13.13,0.7962999999999999
theon greyjoy,1.0,1.533,9.467,-0.9028999999999999
robb stark,1.6,3.8710000000000004,4.529,-2.9334000000000002
black walder,0.444,0.55,3.0060000000000002,-0.48439999999999994
lothar,0.6000000000000001,0.165,3.2350000000000003,0.08350000000000002
edmure,0.0,0.0,6.0,0.0
brynden,1.297,0.565,2.1380000000000003,0.29359999999999997
catelyn stark,0.694,0.157,0.149,0.802
roose bolton,0.806,2.644,6.550000000000001,-2.1146
brienne,0.0,0.375,1.625,-0.2023
jaime lannister,0.6,1.405,5.995,-0.647
olenna tyrell,3.0580000000000003,1.695,7.246999999999999,1.8786999999999998
tywin lannister,3.5200000000000005,1.507,5.973,2.6851000000000007
sansa stark,4.2749999999999995,0.252,4.4719999999999995,3.204
loras,0.342,1.0,2.658,0.09650000000000003
tyrion lannister,1.5790000000000002,5.170999999999999,7.248999999999999,-3.7192
cersei lannister,0.44499999999999995,1.6310000000000002,4.9239999999999995,-1.0633
shae,0.0,0.0,3.0,0.0
maid,0.0,0.0,1.0,0.0
varys,0.591,2.018,2.391,-2.2037
petyr baelish,1.8479999999999999,2.148,3.003,0.4912000000000001
