,Positive,Negative,Neutral,Compound
craster,0.0,0.0,1.0,0.0
jeor,0.528,3.048,3.4240000000000004,-1.2997
jon snow,0.0,1.277,3.723,-1.3083
sam,1.0,0.0,4.0,0.4404
gilly,0.0,0.0,1.0,0.0
hodor,0.0,0.0,1.0,0.0
luwin,1.782,0.564,3.6529999999999996,0.8312
bran stark,0.739,1.042,2.2190000000000003,-0.46909999999999985
margaery tyrell,2.296,1.733,6.971,0.9905
man,0.0,0.0,0.0,0.0
crowd,0.0,0.0,0.0,0.0
loras,1.316,1.2229999999999999,5.461,1.0419
renly,6.592,4.229,12.179,1.9763000000000002
brienne,2.422,1.209,2.369,0.5223000000000001
colen,0.4,0.0,0.6,0.7184
catelyn stark,1.954,1.6669999999999998,3.38,-0.20330000000000004
gerard,2.0,0.0,1.0,0.843
theon greyjoy,0.40700000000000003,4.143,9.450000000000001,-3.4966
yara greyjoy,1.05,1.8,7.15,-0.7852000000000001
balon,0.527,0.974,4.499,-0.5472
shae,0.525,4.640000000000001,10.835,-1.8744
tyrion lannister,7.309,9.250000000000002,36.440000000000005,-1.3195999999999999
myrcella,0.0,0.0,2.0,0.0
cersei lannister,0.7869999999999999,1.833,5.38,-0.9846
sansa stark,1.287,0.105,7.6080000000000005,1.2953
tommen lannister,0.0,0.61,0.39,-0.6908
pycelle,1.033,1.5670000000000002,10.4,-0.5912
varys,3.607,0.994,5.399,2.8074999999999997
petyr baelish,1.0979999999999999,1.695,8.207,-0.4605
priest,0.355,0.283,0.362,0.0
drowned priest,0.7330000000000001,0.594,1.6720000000000002,0.047599999999999976
bronn,0.0,0.604,0.396,-0.7269
timett,0.0,0.0,1.0,0.0
yoren,1.472,3.4440000000000004,4.084,-2.4281
arya stark,0.0,1.0,6.0,-0.5423
gendry baratheon,0.0,1.0,0.0,-0.3818
