,Positive,Negative,Neutral,Compound
jorah mormont,2.16,1.035,0.8049999999999999,1.1305
daenerys targaryen,5.231,12.298999999999998,14.47,-7.553000000000001
tyrion lannister,7.731999999999998,8.513,14.755999999999998,-0.3756999999999998
septa,0.0,0.0,3.0,0.0
cersei lannister,1.106,2.661,8.233,-0.45149999999999996
arya stark,0.661,0.0,9.338999999999999,0.6947
jaqen hghar,2.5540000000000003,0.575,5.870000000000001,1.1999
thin man,1.434,0.0,1.5659999999999998,0.7397
man,0.0,0.0,2.0,0.0
waif,1.0,0.0,0.0,0.3612
qyburn,3.376,1.167,4.456,1.0765
sansa stark,0.0,1.417,4.583,-1.4268999999999998
theon greyjoy,0.358,2.627,5.015000000000001,-2.1300999999999997
bolton bannerman,0.0,0.0,1.0,0.0
roose,1.564,1.161,1.275,0.36300000000000004
ramsay bolton,0.187,0.513,2.301,-0.3408
master,0.0,1.0,0.0,-0.25
gilly,0.0,1.0,2.0,-0.5267
sam,0.45699999999999996,4.648,4.8950000000000005,-3.3012
olly,1.176,1.303,7.521999999999999,-0.9226999999999999
tormund,1.254,3.6999999999999997,9.046,-1.6201999999999996
jon snow,3.0370000000000004,6.812,14.151,-2.5362999999999998
lord of bones,0.234,1.9010000000000002,2.865,-1.7742999999999998
karsi,1.0350000000000001,2.204,7.760999999999999,-1.424
loboda,0.714,1.486,8.8,-1.3995
wildling elder,0.194,0.417,0.388,-0.5106
giant,0.0,0.0,1.0,0.0
daughter,0.0,0.0,1.0,0.0
wun wun,0.0,0.0,1.0,0.0
shouting,0.0,0.0,1.0,0.0
nights watch brother,0.0,0.0,1.0,0.0
brother,0.0,0.0,0.0,0.0
edd,0.0,0.787,0.213,-0.8126
end,0.0,0.0,1.0,0.0
