,Positive,Negative,Neutral,Compound
eddard stark,7.746,10.130999999999998,46.123,-4.7157
barristan selmy,0.532,2.385,5.083,-1.9844
lancel lannister,2.0,0.0,0.0,0.843
robert baratheon,7.871,8.527999999999999,19.604,-3.2428999999999997
sansa stark,0.478,1.8539999999999999,3.669,-0.7242000000000002
petyr baelish,4.6240000000000006,2.7260000000000004,23.651000000000003,2.7356999999999996
renly baratheon,3.159,7.2330000000000005,12.607999999999999,-4.3119000000000005
loras tyrell,2.3690000000000007,4.695,13.934999999999999,-1.7025000000000001
sandor clegane,0.0,0.0,1.0,0.0
catelyn stark,0.0,3.043,8.957,-2.3281
marillion,0.0,0.0,1.0,0.0
tyrion lannister,0.474,3.9430000000000005,7.583,-2.9234999999999998
rodrik cassel,0.316,1.509,1.175,-0.6132
bronn,0.0,1.124,0.876,-0.9677
maester luwin,1.557,1.925,11.517,0.12790000000000007
bran stark,2.795,2.355,12.85,0.7242999999999999
theon greyjoy,1.606,2.545,8.850000000000001,-0.40769999999999995
ros,1.286,2.819,6.895,-0.5952
arya stark,0.33,3.6580000000000004,8.012,-2.0947999999999998
varys,6.815000000000001,5.189000000000001,18.997999999999998,0.8712
illyrio mopatis,1.422,0.983,0.595,-0.6852
guard,0.211,1.295,2.4939999999999998,-1.2128
jory cassel,0.9670000000000001,1.337,6.696,0.09490000000000004
yoren,0.333,0.465,4.202,-0.5222
vardis egen,0.0,1.0,4.0,-0.5423
steward,0.0,0.0,3.0,0.0
grand maester pycelle,0.309,0.321,0.37,-0.3182
lysa arryn,1.9969999999999999,1.789,3.2150000000000003,-0.6008
robin arryn,0.0,2.286,0.714,-1.8629
mord,0.0,0.0,1.0,0.0
cersei lannister,1.24,2.9080000000000004,8.850999999999999,-1.6196000000000002
mhaegen,1.8940000000000001,0.167,1.94,1.7715
jaime lannister,1.548,2.041,4.412000000000001,-0.504
