,Positive,Negative,Neutral,Compound
edmure,1.078,1.7279999999999998,5.194,-0.02849999999999997
brynden,1.566,1.8550000000000002,4.579,-0.19089999999999996
robb stark,1.57,1.441,5.989,0.38900000000000007
tyrion lannister,6.7,7.847000000000001,24.454000000000004,0.20279999999999998
tywin lannister,1.354,0.28800000000000003,5.357,0.8841
varys,0.0,0.128,1.8719999999999999,-0.3612
petyr baelish,3.748,1.182,6.07,2.2293999999999996
pycelle,0.388,0.0,1.612,0.5859
cersei lannister,0.224,0.431,0.345,-0.296
men,0.173,0.0,0.827,0.5574
jaime lannister,3.157,4.2,13.642000000000001,-0.3857
brienne,2.596,0.75,4.654,1.2837
gendry baratheon,1.0,0.0,2.0,0.4404
thoros,1.2029999999999998,0.778,2.019,0.6424
arya stark,0.545,1.354,6.101,0.1747
sandor clegane,0.0,2.073,0.927,-1.803
anguy,1.0,0.884,2.116,-0.401
driver,0.0,0.0,1.0,0.0
hot pie,1.431,0.569,4.0,0.11809999999999998
man,0.0,1.512,3.488,-0.7499
catelyn stark,1.173,1.1500000000000001,1.677,-0.5085
martyn,1.0,0.615,3.385,-0.07240000000000002
talisa,1.737,0.444,1.819,0.09239999999999993
mance,0.099,0.7210000000000001,5.18,-1.27
jon snow,0.0,0.0,1.0,0.0
ygritte,0.0,0.811,0.189,-0.6486
orell,0.0,0.0,1.0,0.0
tormund,0.395,0.481,1.123,-0.1779
sam,0.0,1.0,0.0,-0.3182
craster,0.425,0.404,5.171,-0.15500000000000003
jeor,0.0,0.0,2.0,0.0
woman,0.0,0.0,5.0,0.0
karl tanner,0.0,0.0,1.0,0.0
gilly,0.0,0.0,0.0,0.0
ramsay bolton,0.5,0.0,5.5,0.25
theon greyjoy,0.0,0.0,2.0,0.0
stannis baratheon,1.322,3.225,2.4539999999999997,-1.6019
melisandre,0.405,1.087,4.508,-0.8016000000000001
barristan,2.2039999999999997,1.241,4.554,0.9027000000000001
daenerys targaryen,1.6669999999999998,4.1899999999999995,11.143,-2.3947000000000003
jorah mormont,0.991,3.418,4.5920000000000005,-3.0359
missandei,3.818,1.8569999999999998,11.325000000000001,0.6281999999999999
kraznys,0.0,3.9,4.1,-2.932
greizhen,0.0,0.902,0.098,-0.8481
ros,0.0,0.0,1.0,0.0
podrick,0.0,1.0,7.0,-0.34
bronn,1.81,4.838,8.352,-1.6643000000000003
marei,1.0,0.0,0.0,0.7506
soldier,1.0,1.855,2.145,-0.666
locke,1.221,4.5409999999999995,14.237,-3.0235
end,1.0,0.0,0.0,0.3612
