,Positive,Negative,Neutral,Compound
varys,1.685,1.736,8.578999999999999,0.43920000000000003
martha,0.638,0.362,3.0,0.3818
jon snow,0.808,2.0,9.192,0.16300000000000003
tyrion lannister,9.181000000000001,8.393,18.426000000000002,0.31109999999999965
daenerys targaryen,4.626,6.359000000000001,14.014000000000001,-1.2894
guard,0.0,0.0,2.0,0.0
davos,0.73,0.0,1.27,0.4019
soldier,2.0,1.455,28.545,-0.43279999999999996
arya stark,0.0,2.201,5.7989999999999995,-1.9809999999999999
sandor clegane,3.0940000000000003,3.9619999999999997,4.943999999999999,-2.3161
unsullied,0.0,0.778,1.222,-0.5423
jaime lannister,4.2,4.372,9.43,-1.4692999999999998
man,1.0,0.744,10.256,-0.16720000000000002
woman,0.762,1.0,3.238,-0.15469999999999995
father,0.615,0.0,1.385,0.4939
nora,1.0,0.0,1.0,0.7506
vicky,0.0,0.0,4.0,0.0
euron greyjoy,0.412,2.4749999999999996,4.112,-1.5552000000000001
qyburn,3.686,0.457,3.857,1.8525999999999998
cersei lannister,0.574,5.404,7.021999999999999,-3.7789
lannister soldier,0.0,0.0,0.0,0.0
owen,0.0,0.0,2.0,0.0
