,Positive,Negative,Neutral,Compound
catelyn stark,2.044,3.3780000000000006,8.579,-0.32019999999999993
robb stark,1.576,3.148,15.275999999999998,-0.47799999999999987
walder,4.606999999999999,1.829,14.564000000000002,3.0397999999999996
merry,1.0,0.0,0.0,0.5423
daenerys targaryen,0.0,0.545,3.455,-0.0516
daario,0.677,1.839,8.484,-1.4014
jorah mormont,0.641,0.192,5.166,0.5128999999999999
barristan,0.0,0.0,2.0,0.0
grey worm,1.0,0.0,0.0,0.5106
sam tarly,0.11,0.089,1.8010000000000002,0.1779
gilly,0.342,0.0,2.658,0.3818
sandor clegane,1.0,3.472,10.528,-2.1463
pig farmer,0.0,0.0,3.0,0.0
arya stark,0.318,5.503000000000001,5.179,-4.401
osha,3.327,0.5,12.173,2.0171
bran stark,4.808999999999999,2.697,17.493000000000002,1.154
jojen,0.744,0.75,10.506,-0.018399999999999972
meera,1.0,0.836,2.1639999999999997,-0.1845
rickon,0.565,1.0,5.4350000000000005,0.3302
orell,0.185,1.565,8.25,-1.3855
tormund,1.191,2.474,11.336,-2.077
jon snow,0.697,1.335,3.968,-1.0355999999999999
ygritte,0.0,1.225,0.775,-1.1713
hodor,0.0,0.0,2.0,0.0
old man,1.73,0.0,4.27,0.42769999999999997
wildling,0.0,0.811,1.189,-0.6486
roslin,0.354,0.402,0.244,-0.1027
edmure,1.0070000000000001,0.0,0.993,0.7525000000000001
septon,0.0,0.0,2.0,0.0
edmure roslin,0.0,0.0,1.0,0.0
talisa,0.9410000000000001,1.643,5.416,0.41010000000000013
lothar,0.0,0.0,1.0,0.0
blackfish,1.349,1.098,2.553,0.5385
roose,1.5390000000000001,0.892,2.568,0.5914
everybody,0.0,0.0,1.0,0.0
frey guard,0.0,0.0,3.0,0.0
man,0.556,0.0,1.444,0.3612
frey man,0.0,0.0,1.0,0.0
