Release Date,Season,Episode,Episode Title,Name,Sentence
2015-04-19,Season 5,Episode 2,The House of Black and White,mace tyrell,"Your Grace, I would be willing to serve provisionally as the King's Hand until he becomes old enough--"
2016-05-08,Season 6,Episode 3,Oathbreaker,mace tyrell,My mother...
