Release Date,Season,Episode,Episode Title,Name,Sentence
2015-05-31,Season 5,Episode 8,Hardhome,wun wun,Lokh kif rukh?
2016-06-05,Season 6,Episode 7,The Broken Man,wun wun,Snow.
