,Positive,Negative,Neutral,Compound
walder frey,0.6970000000000001,0.238,2.065,0.29869999999999997
waldery frey,0.0,0.0,1.0,0.0
all,0.0,0.0,2.0,0.0
walder,1.48,1.412,2.109,1.0583
arya stark,1.615,2.5869999999999997,4.798,-0.8931
edd,1.0,0.0,1.0,0.4215
meera,0.0,0.0,1.0,0.0
bran stark,0.0,0.417,0.583,-0.6486
jon snow,2.8230000000000004,5.014,20.164,-4.7959000000000005
robett,0.516,0.977,1.507,0.009400000000000033
lyanna,0.0,0.271,2.729,-0.3818
tormund,1.0,0.0,2.0,0.4215
yohn,0.0,0.462,0.538,-0.7184
sansa stark,6.7090000000000005,6.413,10.878000000000002,1.2256999999999998
ned alys,0.0,0.0,0.0,0.0
wolkan,0.483,0.0,0.517,0.4215
jaime lannister,1.757,7.091000000000001,11.152000000000001,-6.120100000000001
cersei lannister,2.3369999999999997,5.817,15.846999999999998,-4.2045
euron greyjoy,2.987,1.5550000000000002,4.457,1.0478999999999998
marwyn,2.2670000000000003,0.9610000000000001,8.770999999999999,0.3909000000000001
sam,0.34199999999999997,2.9829999999999997,8.675,-2.4962999999999997
brienne,0.0,0.0,1.0,0.0
petyr,2.308,0.224,1.467,1.8039
man,3.512,3.9090000000000003,14.578,-0.5165
thoros,0.387,3.7920000000000003,7.821,-2.4032
sandor,4.406,8.517,11.078,-4.776000000000001
beric,3.387,0.524,7.089,0.5993999999999999
little sam,0.0,0.0,1.0,0.0
gilly,0.0,0.0,3.0,0.0
jorah mormont,0.0,0.0,1.0,0.0
daenerys targaryen,0.0,0.0,0.0,0.0
