,Positive,Negative,Neutral,Compound
matthos,3.5090000000000003,0.841,8.649999999999999,2.6969
davos,1.189,0.167,11.644,0.9358
shae,3.668,4.459,8.873000000000001,-0.5899
tyrion lannister,6.096,8.023,24.88,-1.3250000000000002
pycelle,2.475,0.95,2.575,-0.4424999999999999
cersei lannister,11.473000000000003,5.909000000000001,37.61899999999999,3.8058
men,0.0,2.947,8.053,-2.6182
bronn,3.176,3.267,12.557,-0.29259999999999986
soldier,1.714,0.565,7.720999999999999,0.1832999999999999
prostitute,0.762,0.756,1.482,0.017199999999999993
sandor clegane,2.165,7.654,9.181000000000001,-5.665299999999999
man,0.0,6.6000000000000005,15.399999999999999,-3.6875
varys,2.418,1.976,7.6049999999999995,-0.6514999999999999
sansa stark,7.183,7.1320000000000014,12.685,-0.6419000000000001
joffrey lannister,2.263,4.161,10.575000000000001,-1.0815000000000001
lancel,4.2540000000000004,1.732,6.014000000000001,0.6748000000000001
gold cloak,0.0,0.286,0.714,-0.4939
stannis baratheon,1.522,1.0590000000000002,5.4190000000000005,-0.14849999999999997
podrick,0.0,0.0,2.0,0.0
all,0.529,0.375,1.096,0.1531
tommen lannister,0.0,1.595,1.405,-1.0209
tywin lannister,0.0,1.0,0.0,-0.3818
male singer,0.068,0.22,0.712,-0.7269
