,Positive,Negative,Neutral,Compound
davos,3.06,2.412,9.527999999999999,-1.0823
stannis baratheon,2.134,1.8929999999999998,12.972999999999999,0.43510000000000004
alliser,0.0,0.6,1.4,-0.6705
jon snow,1.075,2.508,0.417,-0.43310000000000004
sam,0.426,0.574,0.0,-0.2263
shireen,2.7969999999999997,1.2970000000000002,14.906,-1.0605999999999998
jaime lannister,4.615,1.017,13.368000000000002,2.2756
doran,2.174,2.2359999999999998,8.59,-0.9896
myrcella,0.474,0.762,1.764,-0.29159999999999997
trystane,0.455,0.0,2.545,0.3612
ellaria,2.181,1.272,7.547,2.1054
nymeria,1.333,1.605,1.062,-0.9587
tyene,1.762,0.677,0.5609999999999999,0.5388999999999999
bronn,2.1830000000000003,0.0,1.8170000000000002,1.6301
areo,0.0,0.0,0.0,0.0
arya stark,0.0,0.127,4.873,-0.1531
man,0.925,1.271,3.804,-0.04620000000000002
thin man,0.0,0.0,1.0,0.0
banker,2.409,0.9490000000000001,4.6419999999999995,0.5357000000000001
mace,1.108,2.387,4.505,-0.3081999999999998
meryn,1.434,1.487,2.0789999999999997,-0.7345999999999999
brothel keeper,0.0,0.0,1.0,0.0
prostitute,0.615,0.0,1.385,0.4939
head prostitute,0.0,0.0,1.0,0.0
head,0.589,0.0,2.411,0.5106
jaqen hghar,0.0,0.0,2.0,0.0
melisandre,0.69,0.514,2.795,0.27669999999999995
selyse,0.0,0.744,1.256,-0.4404
daenerys targaryen,0.0,2.0260000000000002,5.974,-1.8143000000000002
hizdahr,3.351,1.516,8.133,0.5474999999999999
announcer,1.954,0.0,2.0460000000000003,1.803
quick,0.507,0.428,0.066,0.296
strong,0.507,0.428,0.066,0.296
daario,0.873,0.756,4.371,-0.9745999999999999
tyrion lannister,0.747,1.201,3.052,-0.5042000000000001
jorah mormont,0.507,0.428,0.066,0.296
end,0.0,0.0,1.0,0.0
